Make,Model,Score,Price,Year,Mileage,Date,Source,OnSale,Days,Link,Image,Hash
Chevrolet,Spark 1lt Fwd,16.96829557083563,14599.0,2020,48291,2023-01-25,CarGuru,False,8,,2016_Kia_Forte_LX,880966972
Nissan,Altima 2.5 Sr Fwd,16.96159857,8950.0,2019,55750,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333018925/NONE,2018_GMC_Acadia_SLT-1_FWD,675355500
Fiat,500 Pop,16.91759521,8900.0,2012,37470,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343046487/NONE,,302679960
Mitsubishi,Mirage G4 Es,16.79227348,9800.0,2017,41388,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342314030/NONE,2019_Chevrolet_Spark_LS_FWD,834795960
Volkswagen,Beetle Turbo Convertible With Sound,16.64466812,14999.0,2013,40931,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342208459/NONE,2022_Nissan_Kicks_SV_FWD,832340470
Chevrolet,Colorado Z71 Extended Cab Lb Rwd,16.64198792,11950.0,2016,48576,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342358100/NONE,,887863744
Chevrolet,Colorado Z71 Extended Cab Lb Rwd,16.641987919338845,11950.0,2016,48576,2023-01-25,CarGuru,False,8,,2017_Nissan_Pathfinder_S_4WD,887481344
Chevrolet,Impala Limited Ls Fwd,16.50973667,14500.0,2016,44915,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338414974/NONE,2016_Nissan_LEAF_S,819809760
Chevrolet,Spark 1lt Fwd,16.48390796,14998.0,2020,48291,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345769321/NONE,2021_Chevrolet_Silverado_1500_Work_Truck_RWD,881049964
Chevrolet,Spark 1lt Fwd,16.48390796,14998.0,2020,48291,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345769321/NONE,2017_Kia_Forte_LX,877930380
Nissan,Versa Note Sv Fwd,16.48354223,14950.0,2018,46318,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346397037/NONE,2016_Hyundai_Elantra_SE_FWD,564884744
Nissan,Rogue Select S Awd,16.22255476012652,13985.0,2014,44000,2023-01-25,CarGuru,False,8,,2016_Chevrolet_Spark_LS_FWD,535723680
Nissan,Pathfinder S 4wd,16.17995159,13950.0,2017,47174,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=325820537/NONE,2016_Jeep_Cherokee_Latitude_FWD,574470948
Nissan,Pathfinder S 4wd,16.17995159,13950.0,2017,47174,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=325820537/NONE,,574694148
Chevrolet,Colorado Work Truck Crew Cab Rwd,16.16195047,14950.0,2019,47742,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342706574/NONE,2015_Jeep_Wrangler_Unlimited_Rubicon_4WD,867519882
Chevrolet,Colorado Work Truck Crew Cab Rwd,16.1619504667034,14950.0,2019,47742,2023-01-25,CarGuru,False,8,,2019_Audi_A6_2.0T_quattro_Premium_Sedan_AWD,875174282
Kia,Optima Lx Fwd,16.15157444,14900.0,2019,36580,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340681569/NONE,2013_Volkswagen_Beetle_Turbo_Convertible_with_Sound,221565060
Chevrolet,Cruze Ls Sedan Fwd,16.1420352,14305.0,2017,46689,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341905504/NONE,,851922747
Chevrolet,Cruze Lt Sedan Fwd,16.12227477,13500.0,2018,48944,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346222955/NONE,2018_Buick_Encore_Preferred_FWD,892808928
Chevrolet,Cruze Lt Sedan Fwd,16.12227477,13500.0,2018,48944,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346222955/NONE,2017_Hyundai_Santa_Fe_Sport_2.4L_FWD,888920928
Chevrolet,Spark 1lt Fwd,16.04600725,9500.0,2017,54017,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345743865/NONE,2017_Hyundai_Veloster,980570601
Nissan,Sentra S,15.9712568,14552.0,2017,46533,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343902225/NONE,,565121438
Mini,Cooper,15.92578097,13900.0,2018,37341,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333711062/NONE,2014_Subaru_Impreza_2.0i_Sport_Limited_Hatchback,302667552
Nissan,Altima 2.5 Sv,15.86036524,13999.0,2018,48525,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345467531/NONE,,590634479
Nissan,Versa Sv Fwd,15.860149168925622,12395.0,2019,51954,2023-01-25,CarGuru,False,8,,2018_Kia_Optima_LX,631601856
Nissan,Altima 2.5 Sv,15.84293921,13999.0,2018,48547,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345467531/NONE,2016_Hyundai_Elantra_GT_FWD,587807076
Chevrolet,Cruze Lt Sedan Fwd,15.6358199,14998.0,2017,46288,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341835631/NONE,,844585488
Hyundai,Accent Se Sedan Fwd,15.62379027831446,12000.0,2018,51823,2023-01-25,CarGuru,False,8,,2016_Chevrolet_Colorado_Z71_Extended_Cab_LB_RWD,735471698
Nissan,Versa Note S Plus,15.581107730247936,10995.0,2017,52362,2023-01-25,CarGuru,False,8,,2018_Nissan_Versa_2018.5_SV,636488649
Volkswagen,Beetle 2.5l,15.49845109,12999.0,2014,46393,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342437407/NONE,2019_Toyota_Corolla_LE,934355020
Kia,Soul + Fwd,15.42483642,14950.0,2019,37424,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346905343/NONE,2019_Nissan_Versa_SV_FWD,228919668
Hyundai,Genesis 4.6l V8 Rwd,15.40269017,14600.0,2009,39000,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=331867255/NONE,2017_FIAT_500_Pop_Hatchback_FWD,548457000
Toyota,Rav4 Limited,15.33295168,14995.0,2015,55883,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346411155/NONE,2016_Toyota_RAV4_XLE,675625470
Nissan,Leaf S,15.32843954,14662.0,2016,46161,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344847918/NONE,,559771008
Honda,Civic Coupe Lx,15.28529887,14595.0,2015,56544,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339753904/NONE,2018_Ford_Focus_SEL_Hatchback,569680800
Hyundai,Accent Se Sedan Fwd,15.2710003,12300.0,2018,51823,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346308208/NONE,2017_Honda_Fit_LX,732051698
Hyundai,Accent Se Sedan Fwd,15.195161266254464,13700.0,2019,50843,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344756971/NONE,2013_MINI_Cooper_S_Hatchback_FWD,722468619
Nissan,Versa S Fwd,15.15740393,13659.0,2019,50953,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344589312/NONE,,619648626
Nissan,Versa Sv Fwd,15.15351353,12995.0,2019,51954,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337107203/NONE,2018_Nissan_Sentra_SV_FWD,629370756
Mazda,Cx-5 Grand Touring Fwd,15.10993277,14950.0,2021,39873,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343895213/NONE,,408179065
Nissan,Versa 2018.5 Sv,15.0088953600653,12800.0,2018,51410,2023-01-25,CarGuru,False,8,,2019_Hyundai_Accent_SE_Sedan_FWD,625352280
Mini,Cooper 2-door Hatchback Fwd,14.95182772,12995.0,2015,36873,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338504754/NONE,,302810220
Mini,Cooper 2-door Hatchback Fwd,14.951827718494032,12995.0,2015,36873,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338504754/NONE,2019_Ford_Escape_S_FWD,302108490
Mitsubishi,Mirage G4 Es Fwd,14.87830522908275,12995.0,2019,41059,2023-01-25,CarGuru,False,8,,2019_Hyundai_Elantra_GT_FWD,831892090
Nissan,Versa 2018.5 Sv,14.87195077,13400.0,2018,50687,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346459916/NONE,2018_Nissan_Versa_S_Plus,613718196
Kia,Forte Lx,14.83896694,13988.0,2017,37575,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333662161/NONE,2014_Ford_Focus_SE,228932981
Nissan,Rogue Sport Sv Fwd,14.83816025,12595.0,2019,52961,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346143960/NONE,2018_Ford_Focus_SE,641569554
Kia,Forte Lxs Fwd,14.76030844201204,13995.0,2019,39712,2023-01-25,CarGuru,False,8,,2016_Hyundai_Elantra_GT_FWD,243082674
Volkswagen,Beetle 2.5l,14.66236509,13999.0,2013,44947,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341705070/NONE,,907092945
Mitsubishi,Mirage De,14.58331015,9946.0,2015,41925,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345689486/NONE,,846131460
Mazda,Mazda2 Sport,14.564190636694216,9995.0,2013,51081,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347212971/FEATURED,2015_MINI_Cooper_2-Door_Hatchback_FWD,515809425
Mazda,Mazda3 I Sport,14.32154744831752,12995.0,2016,49967,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336685744/NONE,2017_Jeep_Renegade_Altitude,506214380
Chrysler,300 S Rwd,14.29143296235078,10950.0,2020,45915,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336361509/NONE,2017_Nissan_Sentra_S,743366100
Lexus,Es 330 Fwd,14.27191155,11995.0,2006,41305,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345053102/NONE,2015_Ford_Fiesta_S,414289150
Jeep,Patriot Sport,14.20020388,14169.0,2015,47343,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340472929/NONE,2018_Ford_Focus_SEL_Hatchback,381584580
Kia,Soul Base,14.1467394,12495.0,2017,40720,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342186539/NONE,2015_Subaru_Forester_2.5i_Premium,246396720
Volkswagen,Jetta S,13.968144758714418,11700.0,2013,49308,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346568510/NONE,2016_Hyundai_Elantra_SE_FWD,993634740
Nissan,Versa S Plus,13.93886985,12595.0,2018,53118,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336692043/NONE,2020_Chevrolet_Spark_1LT_FWD,643152744
Subaru,Forester 2.5i Premium,13.91163654,11995.0,2015,50986,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346312281/NONE,2015_Honda_Accord_Coupe_LX-S,616420740
Hyundai,Santa Fe Sport 2.4l Fwd,13.9006943,12995.0,2017,51546,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346411156/NONE,2019_Kia_Rio_S_FWD,727777974
Fiat,500e Fwd,13.82688754,9936.0,2016,43960,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344503083/NONE,2017_Ford_Fusion_SE,355526784
Buick,Encore Fwd,13.7554805,14995.0,2015,46694,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=332203288/NONE,,472541350
Volkswagen,Jetta Se Fwd,13.75316516,13995.0,2019,52288,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341204420/NONE,2017_Nissan_Sentra_S,1055694720
Volkswagen,Jetta Se Fwd,13.753165158510358,13995.0,2019,52288,2023-01-25,CarGuru,False,8,,2017_BMW_i3_94_Ah_RWD,1057877940
Mitsubishi,Mirage G4 Es Fwd,13.73743843,13995.0,2019,41059,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344638713/NONE,,832116090
Hyundai,Elantra Sel Fwd,13.689552326187124,14915.0,2019,50993,2023-01-25,CarGuru,False,8,,2017_Hyundai_Accent_Value_Edition_Sedan_FWD,723592494
Kia,Forte Lx,13.68921246,14997.0,2017,37575,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333662161/NONE,,229045989
Volkswagen,Jetta S,13.63063397,12000.0,2013,49308,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346568510/NONE,2017_Nissan_Versa_S_Plus,993662040
Nissan,Juke S,13.60780622,14977.0,2017,48964,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347130950/NONE,2019_Nissan_Versa_S_Plus_FWD,593730534
Mitsubishi,Mirage De,13.56869765,10841.0,2015,41925,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345689486/NONE,2021_Chevrolet_Colorado_LT_Crew_Cab_RWD,844788750
Kia,Forte Lx,13.52936191,10495.0,2018,45565,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345876869/NONE,2022_Ford_Maverick,275850510
